job_id,job_title,company_name,industry_category,raw_description,extracted_skills,experience_level,posted_date
a479d4a9-dd7a-4549-8a69-98cb2bdcca0c,UI/UX Designer,PT Utama Sistem Tbk,Teknologi & Informasi,"Kami di PT Utama Sistem Tbk sedang membuka kesempatan karir untuk posisi UI/UX Designer. Kandidat yang ideal diharapkan mampu beradaptasi cepat dalam lingkungan teknologi yang dinamis. Tanggung jawab utama meliputi eksekusi proyek strategis dan kolaborasi lintas divisi. Kualifikasi teknis wajib: Menguasai Agile, Photoshop, UI/UX, Design System, Problem Solving, Adobe Illustrator, serta User Research. Memiliki kemampuan problem solving yang baik sangat diutamakan.","Agile, Photoshop, UI/UX, Design System, Problem Solving, Adobe Illustrator, User Research",3-5 Tahun,2025-06-16 08:22:37
b0c859d9-8c94-4c34-9d61-b2ac51906b78,DevOps Engineer,PT Artha Sistem,Teknologi & Informasi,"Kami di PT Artha Sistem sedang membuka kesempatan karir untuk posisi DevOps Engineer. Kandidat yang ideal diharapkan mampu beradaptasi cepat dalam lingkungan teknologi yang dinamis. Tanggung jawab utama meliputi eksekusi proyek strategis dan kolaborasi lintas divisi. Kualifikasi teknis wajib: Menguasai PostgreSQL, Jira, Node.js, Redis, serta Scrum. Memiliki kemampuan problem solving yang baik sangat diutamakan.","PostgreSQL, Jira, Node.js, Redis, Scrum",Entry Level,2026-03-29 14:59:37
ee4c83fa-9d63-49be-a4c3-ecf4d0dc470c,Data Scientist,PT Digital Sistem,Teknologi & Informasi,"Kami di PT Digital Sistem sedang membuka kesempatan karir untuk posisi Data Scientist. Kandidat yang ideal diharapkan mampu beradaptasi cepat dalam lingkungan teknologi yang dinamis. Tanggung jawab utama meliputi eksekusi proyek strategis dan kolaborasi lintas divisi. Kualifikasi teknis wajib: Menguasai Python, Tableau, Pandas, serta Komunikasi. Memiliki kemampuan problem solving yang baik sangat diutamakan.","Python, Tableau, Pandas, Komunikasi",Senior Level,2025-10-11 04:28:37
40c20024-c064-48bb-936d-05c1d8b480bf,Machine Learning Engineer,PT Inti Hub,Teknologi & Informasi,"Kami di PT Inti Hub sedang membuka kesempatan karir untuk posisi Machine Learning Engineer. Kandidat yang ideal diharapkan mampu beradaptasi cepat dalam lingkungan teknologi yang dinamis. Tanggung jawab utama meliputi eksekusi proyek strategis dan kolaborasi lintas divisi. Kualifikasi teknis wajib: Menguasai Statistika, Komunikasi, SQL, serta Scikit-learn. Memiliki kemampuan problem solving yang baik sangat diutamakan.","Statistika, Komunikasi, SQL, Scikit-learn",Senior Level,2026-04-09 05:29:37
877d1265-abdc-483a-9e8d-b54b505f5c26,IT Recruiter,PT Pratama Hub,Teknologi & Informasi,"Kami di PT Pratama Hub sedang membuka kesempatan karir untuk posisi IT Recruiter. Kandidat yang ideal diharapkan mampu beradaptasi cepat dalam lingkungan teknologi yang dinamis. Tanggung jawab utama meliputi eksekusi proyek strategis dan kolaborasi lintas divisi. Kualifikasi teknis wajib: Menguasai Scrum, Project Management, serta Strategic Planning. Memiliki kemampuan problem solving yang baik sangat diutamakan.","Scrum, Project Management, Strategic Planning",Senior Level,2025-07-08 03:20:37
548911b8-a85a-4ca1-b288-d0129f12fdc1,Frontend Developer,PT Citra System,Teknologi & Informasi,"Kami di PT Citra System sedang membuka kesempatan karir untuk posisi Frontend Developer. Kandidat yang ideal diharapkan mampu beradaptasi cepat dalam lingkungan teknologi yang dinamis. Tanggung jawab utama meliputi eksekusi proyek strategis dan kolaborasi lintas divisi. Kualifikasi teknis wajib: Menguasai Git, Nuxt.js, PostgreSQL, Komunikasi, Node.js, React, Problem Solving, serta FastAPI. Memiliki kemampuan problem solving yang baik sangat diutamakan.","Git, Nuxt.js, PostgreSQL, Komunikasi, Node.js, React, Problem Solving, FastAPI",Entry Level,2026-03-16 01:09:37
8de0969a-52f2-4351-82d4-446c388b759a,Product Manager,PT Berjaya System,Teknologi & Informasi,"Kami di PT Berjaya System sedang membuka kesempatan karir untuk posisi Product Manager. Kandidat yang ideal diharapkan mampu beradaptasi cepat dalam lingkungan teknologi yang dinamis. Tanggung jawab utama meliputi eksekusi proyek strategis dan kolaborasi lintas divisi. Kualifikasi teknis wajib: Menguasai Scrum, Komunikasi, Strategic Planning, serta Jira. Memiliki kemampuan problem solving yang baik sangat diutamakan.","Scrum, Komunikasi, Strategic Planning, Jira",3-5 Tahun,2026-02-06 12:48:37
398e59c0-752b-4322-a9e4-71d3c9884c40,Backend Developer,PT Pratama Teknologi,Teknologi & Informasi,"Kami di PT Pratama Teknologi sedang membuka kesempatan karir untuk posisi Backend Developer. Kandidat yang ideal diharapkan mampu beradaptasi cepat dalam lingkungan teknologi yang dinamis. Tanggung jawab utama meliputi eksekusi proyek strategis dan kolaborasi lintas divisi. Kualifikasi teknis wajib: Menguasai PostgreSQL, Komunikasi, Docker, React, Redis, Strategic Planning, serta MongoDB. Memiliki kemampuan problem solving yang baik sangat diutamakan.","PostgreSQL, Komunikasi, Docker, React, Redis, Strategic Planning, MongoDB",3-5 Tahun,2026-01-21 07:14:37
c7d975ab-c3a1-4c72-b1ca-57f906add77e,Full Stack Developer,PT Lancar Software,Teknologi & Informasi,"Kami di PT Lancar Software sedang membuka kesempatan karir untuk posisi Full Stack Developer. Kandidat yang ideal diharapkan mampu beradaptasi cepat dalam lingkungan teknologi yang dinamis. Tanggung jawab utama meliputi eksekusi proyek strategis dan kolaborasi lintas divisi. Kualifikasi teknis wajib: Menguasai PostgreSQL, Komunikasi, Python, React, Redis, serta FastAPI. Memiliki kemampuan problem solving yang baik sangat diutamakan.","PostgreSQL, Komunikasi, Python, React, Redis, FastAPI",Senior Level,2025-06-27 16:25:37
182f74ac-e420-4f8c-8f63-15144610d3a4,UI/UX Designer,PT Solusi Cloud,Teknologi & Informasi,"Kami di PT Solusi Cloud sedang membuka kesempatan karir untuk posisi UI/UX Designer. Kandidat yang ideal diharapkan mampu beradaptasi cepat dalam lingkungan teknologi yang dinamis. Tanggung jawab utama meliputi eksekusi proyek strategis dan kolaborasi lintas divisi. Kualifikasi teknis wajib: Menguasai Photoshop, UI/UX, Prototyping, Scrum, Wireframing, Adobe Illustrator, serta Figma. Memiliki kemampuan problem solving yang baik sangat diutamakan.","Photoshop, UI/UX, Prototyping, Scrum, Wireframing, Adobe Illustrator, Figma",Senior Level,2025-09-23 05:30:37
56d6139a-5fb0-4305-91f0-15bbeb665c76,IT Recruiter,PT Tekno Software,Teknologi & Informasi,"Kami di PT Tekno Software sedang membuka kesempatan karir untuk posisi IT Recruiter. Kandidat yang ideal diharapkan mampu beradaptasi cepat dalam lingkungan teknologi yang dinamis. Tanggung jawab utama meliputi eksekusi proyek strategis dan kolaborasi lintas divisi. Kualifikasi teknis wajib: Menguasai Komunikasi, Jira, Problem Solving, Strategic Planning, serta Negosiasi. Memiliki kemampuan problem solving yang baik sangat diutamakan.","Komunikasi, Jira, Problem Solving, Strategic Planning, Negosiasi",1-3 Tahun,2026-04-16 11:43:37
